name,occurrences,essays
"Timpanaro Sebastiano","1","Per Fourier: II. L'ordinatore dei desideri;"
"Tissot","1","Letteratura a sedere;"
"Tito (Jòsip Broz)","3","Umanesimo e marxismo;Un leader comunista: Vittorio Vidali;"
"Tito Pomponio Attico","1","Il libro, i libri;"
"Titus-Carmel Gérard","1","Ditelo coi nodi;"
"Tobino Mario","1","Questionario 1956;"
"Todorov Tzvetan","6","La letteratura come proiezione del desiderio (Per l'«Anatomia della critica» di Northrop Frye);Definizioni di territori: il fantastico;I livelli della realtà in letteratura;La tradizione popolare nelle fiabe;Racconti fantastici dell'Ottocento;"
"Tofano Sergio","1","Scrittori che disegnano;"
"Togliatti Palmiro","19","Gianni Rodari;Umanesimo e marxismo;Taccuino di viaggio nell'Unione Sovietica 1952;Autobiografia politica giovanile;Gli anni dell'«Unità»;Togliatti e De Gasperi;Sono stato stalinista anch'io?;L'estate del '56;Ritratto di Massimo Mila;"
"Tolkien John Ronald Reuel","2","La geografia delle fate;L'arcipelago dei luoghi immaginari;"
"Tolstoj Lev Nikolaevič","37","Natura e storia nel romanzo;Il mare dell'oggettività;L'estremismo;Un progetto di pubblico;Appendice: Cominciare e finire;I capitani di Conrad;Lev Tolstoj, «Due ussari»;Natalia Ginzburg o le possibilità del romanzo borghese;Ricordo di Fortunato Seminara;Hemingway e noi;Manniano all'incontrario;Marianne Moore;Pasternak e la rivoluzione;Saremo come Omero!;Risposte a 9 domande sul romanzo;Appunti per una collana di ricerca morale;Una nuova collana: i «Centopagine» Einaudi;La «Biblioteca romantica» Mondadori;Furti ad arte (conversazione con Tullio Pericoli);Taccuino di viaggio nell'Unione Sovietica 1952;"
"Tornasi di Lampedusa Giuseppe","4","Tre correnti del romanzo italiano d'oggi;Un'antologia di racconti «neri»;"
"Tommaseo Niccolò","1","Il patrimonio dei draghi;"
"Tommaso d'Aquino","2","Per Fourier: II. L'ordinatore dei desideri;4. Visibilità;"
"Téipffer Wolfgang Adam","1","Scrittori che disegnano;"
"Torcellan Gianfranco","1","Giammaria Ortes;"
"Toro Seduto","1","«La prima guerra d'Africa» vista dai nostri padri e vista dagli abissini;"
"Tortorella Aldo","1","Se la parola non serve;"
"Toscanini Arturo","1","Esami;"
"Toselli Pietro","2","«La prima guerra d'Africa» vista dai nostri padri e vista dagli abissini;"
"Tosetti Amedeo","1","L'arcipelago dei luoghi immaginari;"
"Tournier Michel","2","Filosofia e letteratura;Furti ad arte (conversazione con Tullio Pericoli);"
"Trabucco Carlo","1","Krasavcenko sereno, Giannini neofita, Bing Crosby teologo;"
"Tracy Spencer","1","«Il dottor Jekyll» tradotto da Fruttero & Lucentini;"
"Traiano- imperatore romano","7","La Colonna Traiana raccontata;"
"Traven Bruno","1","La paura di sbagliare;"
"Treitschke Heinrich von","1","Umanesimo e marxismo;"
"Tresca Carlo","2","Un leader comunista: Vittorio Vidali;"
"Trilussa (Carlo Alberto Salustri)","1","Le capre ci guardano, Soggezione di un cane, Il marxismo spiegato ai gatti, Da Esopo a Disney;"
"Triolet Elsa","1","I piccoli uomini di Anton Cechov;"
"Trivelli Renzo","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Trombadori Antonello","1","Letteratura e potere (su un saggio di Alberto Asor Rosa);"
"Trombatore Gaetano","1","Lettera a Pratolini sul «Metello»;"
"Trompeo Pietro Paolo","1","Guida alla «Chartreuse» a uso dei nuovi lettori;"
"Trotta Margarethe von","2","«Anni di piombo» di Margarethe von Trotta;"
"Trotzkij Lev Davydovič (Leiba Bronstein)","4","L'antitesi operaia;Un leader comunista: Vittorio Vidali;Autobiografia politica giovanile;Sono stato stalinista anch'io?;"
"Truman Harry S.","1","L'avventura sottomarina;"
"Tucidide","1","Perché leggere i classici;"
"Turgenev Ivan Sergeevič","5","4. Visibilità;Appendice: Cominciare e finire;La «Biblioteca romantica» Mondadori;Perché leggere i classici;Taccuino di viaggio nell'Unione Sovietica 1952;"
"Turing Alan Mathison","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);"
"Turner Joseph Mallord William","9","Una mostra di William Turner;"
"Tussaud Marie","1","Il museo dei mostri di cera;"
"Tuzet Hélène","1","Per Fourier: II. L'ordinatore dei desideri;"
"Twain Mark","15","Natura e storia nel romanzo;Tre correnti del romanzo italiano d'oggi;Il museo dei mostri di cera;Mark Twain, «L'uomo che corruppe Hadleyburg»;Luigi Davì, l'operaio che scrive racconti;Hemingway e noi;Risposte a 9 domande sul romanzo;Appunti per una collana di ricerca morale;Cartoline dall'America;Ricordo di Vittorio Metz;La mia città è New York;"
"Uccello Paolo","2","Gli uccelli di Paolo Uccello;"
"Ugolini Amedeo","1","La letteratura italiana sulla Resistenza;"
"Ulanova Galina","2","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Umberto I- re d'Italia","4","«Amore e ginnastica» di Edmondo De Amicis;«La prima guerra d'Africa» vista dai nostri padri e vista dagli abissini;I classici al Motel;I ritratti del Duce;"
"Ungaretti Giuseppe","5","Tre correnti del romanzo italiano d'oggi;Primo Levi, «La ricerca delle radici»;Lo scoglio di Montale;Francis Ponge;"
"Updike John","1","La mia città è New York;"
"Urbano VIII- papa (Maffeo Barberini)","3","Pietro Redondi, «Galileo eretico»;"
"Urfé Honoré d'","1","Per Fourier: II. L'ordinatore dei desideri;"
"Uspenskij Boris Andreevic","1","La tradizione popolare nelle fiabe;"
"Vacca Roberto","1","Quando va via la luce;"
"Vailati Bruno","2","La paura di sbagliare;"
"Vailland Roger","2","Hemingway e noi;Questioni sul realismo;"
"Valenti Osvaldo","3","Fascismo psicanalizzato, Ferderzoni beneducato, Valenti oleografico;"
"Valera Paolo","2","Un'antologia di racconti «neri»;La «Biblioteca romantica» Mondadori;"
"Valeri Diego","2","«I racconti di Mamma l'Oca» di Charles Perrault;La «Biblioteca romantica» Mondadori;"
"Valéry Paul","13","1. Leggerezza;2. Rapidità;3. Esattezza;5. Molteplicità;I capitani di Conrad;Guida alla «Chartreuse» a uso dei nuovi lettori;In memoria di Sergio Solmi;Jorge Luis Borges;Perché leggere i classici;«Saggi sull'amore» di Ortega y Gasset;Celeste Negarville;"
"Vallone Raffaele","5","Tra i pioppi della risaia la «cinecittà» delle mondine;Gli anni dell'«Unità»;"
"Valpreda Pietro","1","La strage;"
"Vanel Charles","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Vanzetti Bartolomeo","2","Un leader comunista: Vittorio Vidali;Diario americano 1960;"
"Varese Carlo","1","Liguria;"
"Varrone Marco Terenzio","2","II maiale e l'archeologo;"
"Vasio Carla","1","Palomar e la foresta genealogica;"
"Vassilikós Vassilis","4","«Fuori le mura» di Vassilikós;"
"Velazquez Diego Rodriguez","2","Furti ad arte (conversazione con Tullio Pericoli);La squadratura (per Giulio Paolini);"
"Ventura Gioacchino","1","«Le parità e le storie morali dei nostri villani» di Serafino Amabile Guastella;"
"Venturi Franco","2","Per Fourier: II. L'ordinatore dei desideri;Sono stato stalinista anch'io?;"
"Venturi Marcello","6","Abbiamo vinto in molti;La letteratura italiana sulla Resistenza;Gli anni dell'«Unità»;"
"Verdi Giuseppe","5","Elio Vittorini, «Il garofano rosso»;Mancata fortuna del romanzo italiano;Taccuino di viaggio nell'Unione Sovietica 1952;Quaderno americano;Ritratto di Massimo Mila;"
"Verdi Mario","1","Piovene spietato, La Guardia «Babbo Natale», Shaw «bastian contrari»;"
"Verdino Stefano","1","Il taciturno ciarliero (per Giorgio Caproni);"
"Verga Giovanni","11","Il midollo del leone;Tre correnti del romanzo italiano d'oggi;Ricordo di Lucio Mastronardi;Silvio Micheli, «Pane duro»;Mancata fortuna del romanzo italiano;«Le parità e le storie morali dei nostri villani» di Serafino Amabile Guastella;Un'antologia di racconti «neri»;Gli amori difficili dei romanzi coi film;Rosenberg dannato, I saggi a congresso, Comisso sentimentale;Taccuino di viaggio nell'Unione Sovietica 1952;"
"Vergani Guido","1","Tante storie che abbiamo dimenticato;"
"Vergez André","1","Per Fourier: II. L'ordinatore dei desideri;"
"Verlaine Paul","1","Scrittori che disegnano;"
"Vermeer Johannes","2","La luce negli occhi;La squadratura (per Giulio Paolini);"
"Vernadskij W.","1","La filosofia di Raymond Queneau;"
"Vernant Jean-Pierre","1","Prima dell'alfabeto;"
"Verne Jules","6","Per Fourier: II. L'ordinatore dei desideri;La geografia delle fate;Perec, «La vita istruzioni per l'uso»;Sette fiasche di lacrime;Taccuino di viaggio nell'Unione Sovietica 1952;"
"Verri Pietro","1","Giammaria Ortes;"
"Verrocchio Andrea","1","I ritratti del Duce;"
"Vesalio Andrea","1","La luce negli occhi;"
"Vespucci Amerigo","3","Com'era nuovo il Nuovo Mondo;"
"Viani Lorenzo","1","Silvio Micheli, «Un figlio ella disse»;"
"Viatte Auguste","1","Per Fourier: II. L'ordinatore dei desideri;"
"Viazzi Glauco","1","Un'antologia di racconti «neri»;"
"Vicari Gian Battista","4","La macchina spasmodica;Gianni Rodari;Sulla neo-avanguardia;Questionario 1956;"
"Vidal Gore","8","Omaggio a Gore Vidal;"
"Vidali Vittorio","4","Un leader comunista: Vittorio Vidali;"
"Viehmann Katherina","1","«Le fiabe del focolare» di Jacob e Wilhelm Grimm;"
"Viganò Renata","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Vigny Alfred de","2","Scrittori che disegnano;Giovanni Macchia, «Le rovine di Parigi»;"
"Vigo Lionardo","1","«Le parità e le storie morali dei nostri villani» di Serafino Amabile Guastella;"
"Vigolo Giorgio","1","Un'antologia di racconti «neri»;"
"Villa Pancho","1","Cecchi in Messico;"
"Villari Pasquale","1","«Le parità e le storie morali dei nostri villani» di Serafino Amabile Guastella;"
"Villari Rosario","1","Abbiamo vinto in molti;"
"Villemarqué","1","Il patrimonio dei draghi;"
"Villiers de l'Isle-Adam Philippe-Auguste-Mathias","3","Le avventure di tre orologiai e di tre automi;L'esattezza e il caso (per Tommaso Landolfi);Racconti fantastici dell'Ottocento;"
"Villon François de Montcorbier","1","Rosenberg dannato, I saggi a congresso, Comisso sentimentale;"
"Viollet-le-Duc Eugène Emmanuel","1","Com'era nuovo il Nuovo Mondo;"
"Virel André","1","2. Rapidità;"
"Virgilio da Tolosa","1","La filosofia di Raymond Queneau;"
"Virgilio Marone Publio","4","Ovidio e la contiguità universale;Giovanni Macchia, «Le rovine di Parigi»;Il libro, i libri;Rosenberg dannato, I saggi a congresso, Comisso sentimentale;"
"Viscinski Andrej Y.","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Visconti Bianca","1","Il mondo alla rovescia;"
"Visconti Luchino","5","Il realismo italiano nel cinema e nella narrativa;Gli amori difficili dei romanzi coi film;Quattro domande sul cinema italiano;"
"Visentini Isaia","1","La tradizione popolare nelle fiabe;"
"Vitelli Armando","1","Non darò più fiato alle trombe;"
"Vitti Monica","3","«L'eclisse» di Antonioni;Ricordo di Franco Antonicelli;"
"Vittoria- regina del Regno Unito","3","La Colonna Traiana raccontata;Delitto in Europa;Album di francobolli;"
"Vittorini Elio","108","Il midollo del leone;Natura e storia nel romanzo;Il mare dell'oggettività;Tre correnti del romanzo italiano d'oggi;La sfida al labirinto;L'italiano, una lingua tra le altre lingue;Vittorini: progettazione e letteratura;Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);Per una letteratura che chieda di più (Vittorini e il Sessantotto);Appendice: Sotto quella pietra;Senofonte, «Anabasi»;«Notti sull'altura» di Giuseppe Bonaviri;Ricordo di Emilio Cecchi;Luigi Davì, l'operaio che scrive racconti;Natalia Ginzburg o le possibilità del romanzo borghese;Ricordo di Lucio Mastronardi;Pavese in tre libri;Le lettere di Pavese;Ricordo di Fortunato Seminara;Elio Vittorini, «Il garofano rosso»;«Le donne di Messina»;Viaggio, dialogo, utopia;Jorge Luis Borges;La letteratura italiana sulla Resistenza;Mancata fortuna del romanzo italiano;Questioni sul realismo;«Le fiabe del focolare» di Jacob e Wilhelm Grimm;La «Biblioteca romantica» Mondadori;La «tematica industriale»;Sulla neo-avanguardia;Fascismo psicanalizzato, Ferderzoni beneducato, Valenti oleografico;Celeste Negarville;Onetti arrestato a Montevideo;Questionario 1956;Pavese, Carlo Levi, Robbe-Grillet, Butor, Vittorini...;Autobiografia politica giovanile;Colloquio con Ferdinando Camon;Il segreto di Albe Steiner;Togliatti e De Gasperi;Situazione 1978;L'estate del '56;La mia città è New York;"
"Vittorio Emanuele II- re d'Italia","2","«Mimi siciliani» di Francesco Lanza;Album di francobolli;"
"Vittorio Emanuele III- re d'Italia","3","Album di francobolli;I ritratti del Duce;"
"Vivaldi Antonio","1","Esami;"
"Vivanti Annie","2","«Le botteghe color cannella» di Bruno Schulz;La «Biblioteca romantica» Mondadori;"
"Volney Constantin François de Chasseboeuf","1","Giovanni Macchia, «Le rovine di Parigi»;"
"Volonté Gianmaria","1","Carlo Levi, «Il quaderno a cancelli»;"
"Volponi Paolo","10","«Memoriale» di Paolo Volponi;Inchiesta 1966;La «tematica industriale»;"
"Volta Alessandro","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Voltaire François Marie Arouet","17","Natura e storia nel romanzo;Filosofia e letteratura;Per Fourier: II. L'ordinatore dei desideri;1. Leggerezza;Denis Diderot, «Jacques le fataliste»;«Candide» o la velocità;Risposte a 9 domande sul romanzo;Il fantastico nella letteratura italiana;La «Biblioteca romantica» Mondadori;Carlo Ginzburg, «Spie: radici di un paradigma indiziario»;Rosenberg dannato, I saggi a congresso, Comisso sentimentale;Taccuino di viaggio nell'Unione Sovietica 1952;Togliatti e De Gasperi;"
"Von Braun Werner","4","Il tramonto della luna;"
"Vuillier Gaston","1","Il patrimonio dei draghi;"
"Wagner Richard","4","Scrittori che disegnano;I cavalieri del Graal;«Lo sguardo da lontano» di Claude Lévi-Strauss;"
"Wahl François","5","Il viandante nella mappa;In memoria di Roland Barthes;La «Meditazione milanese»;Tradurre è il vero modo di leggere un testo;"
"Wajda Andrzej","1","Le meraviglie della cronaca nera;"
"Walpole Horace","3","Fruttero & Lucentini, «Il palio delle contrade morte»;Castelli di delizie e castelli del terrore;Il fantastico nella letteratura italiana;"
"Washington George","1","Palomar nel Massachusetts;"
"Watson James Dewey","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);"
"Watteau Antoine","1","La squadratura (per Giulio Paolini);"
"Weaver William","2","Tradurre è il vero modo di leggere un testo;"
"Weil Simone","2","L'antitesi operaia;Appunti per una collana di ricerca morale;"
"Weiner Richard","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);"
"Weiss Peter","2","Non darò più fiato alle trombe;Filosofia e letteratura;"
"Welles Orson","5","«L'infernale Quinlan» di Orson Welles;Fascismo psicanalizzato, Ferderzoni beneducato, Valenti oleografico;Un deserto in più;"
"Wells Herbert George","3","4. Visibilità;Racconti fantastici dell'Ottocento;Un deserto in più;"
"West Stephanie","2","Le Odissee nell'Odissea;"
"White John","1","Com'era nuovo il Nuovo Mondo;"
"Whitman Walt","7","Tre correnti del romanzo italiano d'oggi;Pavese: essere e fare;La sfida al labirinto;2. Rapidità;Le poesie politiche di Pavese;Le lettere di Pavese;Il libro, i libri;"
"Wiechert Ernst","1","Hemingway burbero benefico, Dante qualunquista, Omero antimilitarista;"
"Wilcock J. Rodolfo","1","Letteratura e potere (su un saggio di Alberto Asor Rosa);"
"Wild Dortchen","1","«Le fiabe del focolare» di Jacob e Wilhelm Grimm;"
"Wilde Oscar","1","La sfida al labirinto;"
"Wildt Adolfo","1","I ritratti del Duce;"
"Wilkinson Lancelot Patrick","2","Ovidio e la contiguità universale;"
"Williams Tennessee","3","Omaggio a Gore Vidal;Cartoline dall'America;"
"Williams William Carlos","3","2. Rapidità;3. Esattezza;Mondo scritto e mondo non scritto;"
"Wilson Colin","1","Pasternak e la rivoluzione;"
"Wilson Edward O.","2","Giammaria Ortes;«Lo sguardo da lontano» di Claude Lévi-Strauss;"
"Windsor Jackie","1","Ditelo coi nodi;"
"Winner Percy","2","Fascismo psicanalizzato, Ferderzoni beneducato, Valenti oleografico;"
"Wittgenstein Ludwig","3","Filosofia e letteratura;La luce negli occhi;3. Esattezza;"
"Wodehouse Pelham Grenville","1","Hemingway burbero benefico, Dante qualunquista, Omero antimilitarista;"
"Wolff Helen","1","Tradurre è il vero modo di leggere un testo;"
"Wols Wolfgang","1","Il mare dell'oggettività;"
"Woolf Virginia","2","I capitani di Conrad;«È stato così» di Natalia Ginzburg;"
"Wright Frane Lloyd","1","Cartoline dall'America;"
"Wright Richard","3","«Ragazzo negro» di Richard Wright;"
"Wycliffe John","1","Pietro Redondi, «Galileo eretico»;"
"Yates Frances","1","1. Leggerezza;"
"Yeats William Butler","2","La geografia delle fate;«L'oceano e il ragazzo» di Giuseppe Conte;"
"Young Philip","1","Hemingway e noi;"
"Zafred Mario","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Zamboni Giuseppe","1","I piccoli uomini di Anton Cechov;"
"Zampa Luigi","8","Letteratura, città aperta?;Il realismo italiano nel cinema e nella narrativa;La paura di sbagliare;Gli amori difficili dei romanzi coi film;"
"Zanzotto Andrea","2","Il rovescio del sublime;«Biffures» di Michel Leiris;"
"Zapata Emiliano","1","Cecchi in Messico;"
"Zavattini Cesare","3","Eluard missionario, Ford democristiano, Mosca monarchico;Natura;Giammaria Ortes;"
"Zdanov Andrei Aleksandrovič","1","Taccuino di viaggio nell'Unione Sovietica 1952;"
"Zellini Paolo","1","3. Esattezza;"
"Zena Remigio","2","Mancata fortuna del romanzo italiano;Un'antologia di racconti «neri»;"
"Zenone di Elea","1","Cibernetica e fantasmi (Appunti sulla narrativa come processo combinatorio);"
